name,year,miles,price,accidents,Owner,exterior_color,interior_color
Toyota Corolla,2020,32544,19498,0,1,Blue,Black
Toyota Tacoma,2019,119342,20999,0,1,White,Gray
Toyota RAV4,2022,8972,32000,0,1,Gray,Black
Ford F-150,2010,95812,13345,0,2,White,Unknown
Acura MDX,2020,21556,31795,0,1,White,White
Volkswagen Golf,2015,80002,12995,1,3,White,Gray
Audi A3,2023,1760,32995,0,1,Blue,Black
Toyota Avalon,2022,35234,23899,0,1,Silver,Black
Mercedes-Benz GLS,2020,35534,54896,0,1,Black,Brown
Chevrolet Malibu,2022,33071,19998,0,2,Gray,Gray
Ford F-150,2017,58726,25995,0,1,Blue,Gray
Ford Edge,2012,129209,8995,0,4,Silver,Black
Subaru Forester,2014,123549,11778,0,3,Red,Gray
Toyota Corolla,2021,29450,22731,0,1,White,Black
Jeep Wrangler,2018,67262,24998,1,3,White,Black
BMW 3 Series,2021,3274,45999,0,1,Black,Black
Honda Accord,2019,57549,25998,0,1,Silver,Gray
Volvo S60,2020,22091,26998,0,1,Black,Black
Kia Forte,2020,45583,17988,0,1,Black,Black
Volvo S80,2004,74181,6495,0,2,Silver,Beige
Toyota Tacoma,2021,8006,38998,0,1,Gray,Gray
Toyota Mirai,2019,71373,8998,0,3,Silver,Blue
Mercedes-Benz GLC,2019,39358,26986,0,2,Black,Black
Volkswagen Tiguan,2020,54654,22998,0,1,Blue,Black
Honda Civic,2022,32553,23495,0,1,Red,Black
Honda Civic,2012,46486,13550,0,3,Silver,Gray
Ford Escape,2019,108465,11995,0,2,White,Gray
Chevrolet Camaro,2022,36151,24400,0,1,Black,Black
Jeep Compass,2018,68250,13499,1,1,Blue,Black
BMW 5 Series,2023,4341,51825,0,1,White,Black
Toyota Camry,2022,43959,24400,0,1,White,Gray
Mercedes-Benz GLB,2020,64761,26444,0,2,White,Black
Jeep Grand Cherokee,2019,23240,25998,0,1,White,Black
Honda CR-V,2014,70956,13499,1,1,Gray,Gray
Alfa Romeo Stelvio,2022,25,33684,0,1,Red,Black
Toyota RAV4 Prime,2021,13159,42294,0,1,Silver,Black
Honda Passport,2022,2010,37856,0,1,Black,Black
Nissan Rogue,2016,117896,13599,0,1,White,Black
Hyundai Sonata,2013,82904,10995,0,2,Silver,Gray
Toyota Corolla,2023,25273,19699,0,1,Silver,Gray
Dodge Charger,2021,53353,19999,1,1,Gray,Black
Jeep Grand Cherokee,2020,42885,27994,0,1,Black,Black
Nissan NV200 Compact Cargo,2015,110993,11998,1,1,White,Gray
Hyundai Sonata,2015,116291,9998,0,1,Blue,Gray
Toyota Prius c,2018,77042,12999,3,1,Black,Black
Honda Civic,2022,10805,25995,0,1,Blue,Unknown
Lexus NX,2021,30707,31500,0,1,White,Red
Land Rover Range Rover Velar,2018,67236,26995,0,2,Gray,Black
Ford F-150,2020,47519,30930,0,1,White,Gray
Mercedes-Benz GLC,2019,13520,28495,0,1,Silver,Black
Porsche Macan,2023,6882,53983,0,1,White,Black
Chevrolet Express Cargo Van,2021,55751,28998,1,1,White,Gray
Toyota Camry,2009,155980,5500,0,3,Gold,Beige
Ford F-150,2021,43209,35998,0,2,White,Gray
Subaru Crosstrek,2021,51073,24998,0,1,Yellow,Black
Subaru Outback,2024,6157,33359,0,1,Silver,Gray
Ford F-150,2018,42044,30998,0,2,Gray,Gray
BMW 5 Series,2023,6056,49317,0,1,White,Black
Ram 1500,2019,40718,31998,0,2,White,Black
Lexus IS,2021,25097,31000,0,1,Blue,Black
Nissan Versa,2021,65570,15674,0,1,Silver,Gray
Alfa Romeo Stelvio,2022,86,35298,0,1,White,Black
Ford F-150,2020,50197,33998,0,1,Gray,Black
Subaru B9 Tribeca,2006,141511,5995,2,2,Black,Unknown
Ford Transit Cargo Van,2020,56097,32578,0,1,White,Gray
Chevrolet Malibu,2022,52126,20998,1,1,Black,Black
Toyota Tacoma,2022,33228,35666,0,1,White,Gray
Kia Forte,2021,21598,17998,0,1,Gray,Black
Volkswagen Tiguan,2020,24391,29998,1,1,White,Black
Mercedes-Benz GLB,2023,7125,38777,0,1,White,Black
Honda Civic,2012,127177,8995,0,2,Gray,Gray
Mercedes-Benz GLB,2023,9015,42558,0,1,Red,Gray
Alfa Romeo Stelvio,2022,64,35688,0,1,Black,Black
Alfa Romeo Giulia,2022,55,30541,0,1,Blue,Black
Audi A5,2021,23731,36995,0,1,Gray,Black
Buick Encore GX,2022,7437,19988,0,1,Black,Black
Toyota Corolla,2021,60518,16000,0,1,White,Gray
Honda Civic,2015,53941,14708,2,2,Gray,Black
Mercedes-Benz SL,2005,82528,12995,2,4,Silver,Gray
Nissan Rogue,2021,92871,19998,0,1,Gray,Black
Buick Cascada,2016,54227,15998,0,2,White,Black
Mercedes-Benz C-Class,2023,7193,44385,0,1,White,Black
Toyota Corolla,2022,34565,19293,1,1,Silver,Black
Chrysler 200,2015,57578,14998,0,1,White,Black
Mercedes-Benz C-Class,2020,25772,27933,0,1,White,Black
Land Rover Range Rover Sport,2009,97702,9995,0,0,Purple,Unknown
BMW X3,2021,19229,29991,1,1,White,Black
BMW 3 Series,2015,76143,10495,1,5,Black,Beige
Mercedes-Benz GLS,2017,71041,33986,0,2,Silver,Gray
Chevrolet Equinox,2020,23791,18995,0,1,Silver,Gray
Honda Civic,2019,68276,16399,1,3,Gray,Black
Toyota Camry,2021,52534,20073,0,1,Black,Black
Nissan Maxima,2014,122642,8995,1,2,Blue,Black
Toyota Corolla,2022,16801,19495,0,1,White,Black
Lexus IS,2015,55056,22495,0,2,White,Unknown
Jeep Grand Cherokee,2019,93938,22998,0,2,Black,Black
Lexus RC,2017,109119,20845,2,1,White,Red
Chevrolet Silverado 1500,2014,98094,19876,1,5,Silver,Black
Toyota Corolla,2020,31532,20064,0,2,Black,Black
Hyundai Elantra,2021,13081,18998,0,1,Red,Black
Chevrolet Impala Limited,2016,58353,9500,0,2,Gray,Black
Dodge Grand Caravan,2019,58361,17600,0,1,Red,Black
Audi A6,2008,95450,9795,0,0,Black,Unknown
Land Rover Discovery Sport,2023,10607,37777,0,1,White,Black
Toyota Corolla,2021,69058,17300,0,1,Blue,Gray
BMW 4 Series,2022,6647,49999,0,1,Blue,Black
Toyota Corolla,2021,39688,19078,0,1,Blue,Gray
Chrysler Pacifica,2022,33066,29998,0,1,Black,Black
Ford Ranger,2020,33074,31998,0,1,White,Black
Honda Accord,2014,106165,9999,0,2,Silver,Black
Honda Civic,2019,36380,19998,0,2,Blue,Gray
Mercedes-Benz GLE,2020,54285,35998,0,2,White,Black
Acura ILX,2021,22646,23500,0,2,White,Unknown
Jeep Wrangler,2020,21005,33496,0,2,White,Black
Toyota Corolla,2020,36549,19591,0,1,White,Black
Ram 1500,2020,43024,29998,1,1,Red,Black
Alfa Romeo Stelvio,2022,63,31072,0,1,Black,Black
Honda Civic,2012,120288,7995,0,0,Unknown,Unknown
Toyota RAV4,2022,41077,25593,0,1,Gray,Black
Toyota Corolla,2021,63499,16000,0,1,White,Gray
Mazda CX-5,2022,12172,25649,0,1,Red,Black
Ford F-150,2019,48190,43998,0,1,White,Brown
Toyota Camry,2013,171456,10495,0,2,Black,Unknown
Nissan Altima,2020,23493,19998,0,1,White,Black
Dodge Grand Caravan,2016,146703,6988,0,2,Gray,Black
GMC Yukon,2016,95999,25987,0,3,White,Brown
Chevrolet Corvette,2015,5369,69695,0,2,Silver,Red
Kia Sportage,2021,46285,20000,1,1,White,Black
Honda Odyssey,2019,30811,27994,0,1,Silver,Unknown
Mercedes-Benz GLB,2021,35704,28987,0,1,White,Black
Honda Civic,2015,91040,11995,0,3,Gray,Unknown
Land Rover Range Rover Velar,2020,49726,33851,0,1,Blue,Black
Mercedes-Benz E-Class,2019,10629,40000,0,1,Silver,Black
Chevrolet Traverse,2013,125196,10995,1,5,White,Black
Mercedes-Benz C-Class,2019,32777,29500,1,2,Black,Black
Honda Civic,2019,33111,19999,0,1,Black,Black
Mercedes-Benz GLE,2021,42003,39991,0,1,White,Beige
Rolls-Royce Dawn,2018,14272,252900,0,2,White,Beige
Acura RDX,2021,25613,27995,0,3,Blue,Black
Mercedes-Benz GLC,2023,5614,48515,0,1,White,Black
Toyota RAV4,2021,60665,22987,0,1,Black,Black
Chevrolet Silverado 1500,2019,98416,32995,1,2,White,Black
Mitsubishi Outlander,2019,72455,17998,0,2,Black,Black
Honda Pilot,2018,102410,20998,0,2,White,Black
Ford F-150,2019,70897,29998,0,1,Blue,Black
Ram 1500,2020,66634,36998,0,1,Black,Black
Acura RDX,2023,3057,38777,0,1,Blue,Black
Mercedes-Benz S-Class,2007,85760,8995,2,3,White,Brown
Kia Forte,2021,39379,17998,0,1,White,Black
Lexus NX,2021,23066,30998,0,2,White,Red
Audi A6,2023,3119,49997,0,1,Gray,Black
Ford F-150,2021,59756,36998,0,2,White,Gray
BMW X6,2021,21663,55498,0,1,Black,Red
Ford Transit Cargo Van,2017,87809,20999,1,1,White,Gray
Mercedes-Benz GLC,2021,17605,33997,0,1,Black,Black
Mercedes-Benz C-Class,2016,77738,21987,0,4,Black,Black
INFINITI QX50,2020,28312,26498,0,1,Black,Gray
Toyota Prius,2014,110915,13695,0,3,Gray,Gray
Hyundai Sonata,2019,39599,18998,0,2,White,Gray
Chrysler Town & Country,2014,146896,5495,0,5,Gray,Black
Toyota Camry,2020,49179,21995,0,1,Black,Black
Hyundai NEXO,2020,34563,12950,0,1,White,Gray
Ford F-150,2021,53667,35998,0,1,White,Gray
Mazda CX-5,2021,22943,23896,0,1,Blue,Black
Mercedes-Benz GLC,2020,32299,29998,1,1,White,Unknown
Toyota Avalon,2021,40595,30998,0,1,Silver,Black
BMW 5 Series,2003,186816,6997,0,8,Black,Black
Cadillac Escalade,2011,137244,15500,0,2,White,Beige
Mercedes-Benz S-Class,2016,21855,73495,0,1,Black,White
Nissan Sentra,2021,44122,18891,0,1,White,Black
BMW 3 Series,2016,70102,14999,0,1,Black,Black
Ford Transit Cargo Van,2020,53669,33995,0,1,White,Gray
Mitsubishi Outlander,2019,56038,19896,0,1,Red,Black
Mercedes-Benz GLA,2023,5375,40740,0,1,Blue,Beige
Mercedes-Benz M-Class,2010,135592,7999,0,2,Black,Black
Subaru Outback,2021,2306,32493,0,1,Green,Gray
Honda CR-V,2018,49702,24998,1,1,Silver,Gray
Volkswagen Tiguan,2016,39566,17998,0,1,Gray,Black
Lexus RX,2021,50587,32998,1,1,Tan,Black
Mercedes-Benz GLA,2015,92678,16998,0,2,White,Black
Jeep Wrangler,2020,38746,32998,0,1,Gray,Black
Audi Q7,2020,61605,28918,0,1,Black,Black
Honda Civic,2022,24646,23995,0,1,Gray,Black
Jeep Wrangler,2017,111065,21997,1,2,White,Black
Ford Mustang,2016,68407,18998,2,2,Gray,Black
Mercedes-Benz GLE,2021,24998,45998,0,1,Gray,Black
Bentley Flying Spur,2008,76195,28995,0,3,Blue,Unknown
Nissan Sentra,2021,35750,16999,2,1,Gray,Black
Toyota Prius,2012,198438,8395,0,1,Gray,Gray
Toyota Corolla,2016,116627,14998,0,2,Blue,Gray
BMW X6,2021,42098,63998,0,1,Black,Black
Maserati GranTurismo,2011,22571,32999,0,3,Black,Beige
Audi S7,2014,72485,24987,0,2,Red,Black
Chevrolet Camaro,2020,62514,21987,2,2,Blue,Black
Mercedes-Benz GLK,2015,38846,18999,0,2,White,Unknown
Volvo XC40,2021,25109,31991,0,1,White,Black
Jeep Wrangler,2018,104556,28998,0,1,Blue,Black
Jeep Wrangler,2019,82313,26998,2,1,White,Black
Kia Soul,2014,86698,12599,0,1,Brown,Black
Toyota Corolla,2020,107125,14650,0,2,Unknown,Unknown
Toyota RAV4,2018,68049,22998,0,2,Black,Black
Volvo S60,2017,101389,14998,1,2,White,Beige
Toyota Highlander,2021,43510,37998,0,3,Black,Black
Toyota RAV4,2018,70041,22998,0,3,Gray,Black
Honda Pilot,2013,105642,15998,0,2,Black,Unknown
Audi A6,2014,67217,19998,2,1,Gray,Black
Honda Fit,2016,39162,17998,0,3,White,Black
Volkswagen Jetta,2019,44512,16998,1,1,Black,Black
Toyota GR Corolla,2023,1789,46998,0,1,White,Black
Hyundai Sonata,2013,123453,11998,1,1,Blue,Gray
Hyundai Elantra,2021,42953,20998,1,1,Black,Gray
Land Rover Range Rover Evoque,2020,11081,35998,0,2,White,Black
Nissan Sentra,2022,44666,20998,2,1,Gray,Gray
BMW X5,2016,56564,26998,1,3,White,Black
Hyundai Elantra,2016,104746,12599,0,2,Silver,Gray
MINI Hardtop,2013,34829,15998,0,2,Blue,Black
Kia Forte,2022,14277,18641,0,1,White,Black
MINI Countryman,2021,31754,24999,0,1,White,Gray
BMW 5 Series,2010,114550,7995,0,3,White,Black
Ford F-150,2021,42080,37998,0,1,White,Gray
Toyota Corolla,2021,45301,19291,0,1,White,Gray
Toyota Camry,2018,45881,18498,0,1,Red,Gray
Ford Explorer,2020,50975,21120,0,1,White,Beige
Honda Civic,2020,26064,20500,0,1,Gray,Black
Mercedes-Benz Sprinter Passenger Van,2022,43,83993,0,1,Black,Black
Dodge Charger,2021,25327,69987,2,1,Gray,Red
Jeep Grand Cherokee,2015,112461,13995,0,1,White,Beige
Nissan Versa,2021,51155,15857,0,2,White,Gray
Ford F-150,2023,5350,37999,0,1,Blue,Black
Nissan Sentra,2019,52053,12490,0,3,White,Black
Ford Escape,2013,79850,9500,0,4,White,Black
Subaru Crosstrek,2019,31066,22799,0,1,Gray,Gray
Chevrolet Malibu,2022,40867,20998,0,1,White,Gray
Nissan Altima,2020,44619,17999,0,1,Silver,Black
Ford Explorer,2018,54327,20485,1,2,Black,Black
Aston Martin Vantage,2020,4080,105888,0,1,Gray,Black
Chevrolet Suburban,2022,63673,52400,0,1,Gray,Black
Acura MDX,2022,41907,36965,0,1,Black,Black
BMW 3 Series,2011,108470,7995,0,4,Gray,Unknown
BMW X5,2015,134985,14995,2,2,Unknown,Unknown
Nissan Altima,2020,40274,17991,0,1,White,Black
Mazda CX-5,2020,32289,22495,0,1,White,Black
Ford F-150,2019,104905,15999,0,1,White,Gray
Ford Fusion,2020,68861,18991,0,1,Unknown,Unknown
Jeep Compass,2022,13977,23959,1,1,Black,Black
Nissan Rogue,2021,14943,24998,0,1,Red,Black
Dodge Charger,2021,41440,27888,0,2,Black,Black
Toyota Camry,2018,31396,21998,0,2,Silver,Gray
Mercedes-Benz C-Class,2019,73296,20999,0,2,Black,Black
Chevrolet Malibu,2020,38029,20998,0,1,White,Black
Ford Escape,2021,23155,23998,0,1,White,Black
Chevrolet Trailblazer,2023,8957,25777,0,0,Gray,Black
Toyota Tacoma,2017,76815,27500,1,3,Black,Gray
Nissan Pathfinder,2017,103260,10995,0,3,Black,Black
Volkswagen Tiguan,2020,33271,23998,1,1,Black,Black
Subaru Forester,2017,83415,17595,0,2,Silver,Black
Chevrolet Tahoe,2021,75854,44998,0,1,Black,Black
Chevrolet Silverado 1500,2020,34296,37998,0,1,White,Black
Hyundai Santa Fe,2023,6659,32998,0,1,Blue,Black
Ram 2500,2021,16763,35999,1,1,White,Gray
Toyota RAV4,2021,24164,29005,0,1,White,Gray
Toyota Corolla,2020,51445,18998,0,3,White,Black
Toyota Corolla,2022,55175,17399,0,1,White,Gray
Toyota Sienna,2022,36981,37894,0,1,Black,Gray
Subaru Outback,2021,41419,24999,0,1,White,Gray
Lincoln MKC,2018,32702,20495,0,2,Black,Black
Ford Escape,2020,12789,22998,0,1,White,Gray
BMW X3,2021,38581,27806,1,1,Silver,Black
Nissan Altima,2019,37916,18995,0,2,White,Gray
Jeep Compass,2016,91570,8999,0,3,Silver,Unknown
Ford Super Duty F-550 Chassis Cab,2019,72649,41998,0,1,White,Black
Subaru Outback,2021,32683,28399,0,1,Green,Beige
Kia Forte,2021,34855,17655,2,1,White,Black
INFINITI QX50,2020,21949,26998,0,1,Blue,Gray
Toyota Camry,2020,35399,27788,0,1,Black,Black
Nissan Sentra,2022,34581,18288,0,1,White,Black
Nissan Altima,2017,70821,13995,2,3,White,Black
Mazda CX-30,2021,17131,25998,0,1,White,Gray
Nissan Sentra,2020,75915,17998,0,1,Gray,Beige
Nissan Rogue,2017,82765,16998,0,2,Red,Black
Honda Odyssey,2019,60490,28998,1,4,Brown,Gray
Mercedes-Benz E-Class,2015,61719,18500,0,2,Silver,Black
Toyota Prius v,2014,117233,14998,1,2,White,Gray
Cadillac Escalade,2013,120684,18495,0,2,White,Black
Hyundai Elantra,2020,38954,15700,2,1,Silver,Black
Mercedes-Benz CLS,2013,93898,15995,1,3,Silver,Beige
Honda CR-V,2018,56283,21998,0,3,Gray,Black
Honda Accord,2021,35442,24998,0,1,White,Unknown
Nissan Altima,2021,61178,16998,1,1,Gray,Black
BMW 5 Series,2016,79905,16498,0,2,Gray,White
Audi A5,2023,4263,40551,0,1,Black,Black
Chevrolet Trax,2020,25693,15995,0,1,Red,Black
Jeep Grand Cherokee,2014,63200,18998,0,3,Blue,Black
Land Rover LR4,2012,95372,15995,0,4,Black,Black
Jeep Grand Cherokee WK,2021,64314,24744,0,1,Black,Black
Land Rover Range Rover,2017,50240,69991,0,1,Gray,Black
Nissan Versa,2021,61306,15288,0,1,Black,Gray
Honda Pilot,2022,4931,33988,0,1,White,Unknown
Subaru Crosstrek,2018,61983,19649,0,2,Orange,Black
Toyota Corolla,2022,27732,19515,0,1,Silver,Black
BMW X5,2021,31546,37996,0,2,Gray,Black
Hyundai Sonata,2017,67070,13498,0,1,White,Gray
Hyundai Santa Fe,2021,29426,20989,0,1,Silver,Gray
Toyota Camry,2020,35563,24998,0,1,White,Black
Toyota Corolla,2010,110394,8499,1,1,Gray,Black
Toyota Camry,2014,117455,10495,0,3,White,Black
Nissan Sentra,2020,27094,18591,0,1,White,Black
Mercedes-Benz GLA,2021,35930,27433,0,1,White,Beige
Lexus CT,2015,39273,22998,1,2,White,Black
Kia Seltos,2021,4340,21498,0,1,Gray,Black
Jeep Wrangler,2014,104000,19988,0,3,Silver,Black
Ram 1500,2019,48152,36998,1,3,Silver,Black
Nissan Altima,2023,3647,29998,0,2,White,Black
Nissan Altima,2020,41197,18000,0,1,Silver,Black
Porsche Macan,2021,20658,42998,0,1,Blue,Black
Cadillac Escalade,2014,79433,22988,0,2,White,Beige
Jeep Gladiator,2021,28982,39777,0,1,White,Black
FIAT 500,2012,106892,6495,2,3,White,Beige
Hyundai Tucson,2013,71745,13599,1,1,Gray,Black
INFINITI QX50,2021,24955,28998,0,1,Gray,Gray
Toyota Corolla,2020,46689,17977,0,2,Black,Black
Hyundai Elantra,2016,96953,8995,1,3,Black,Black
Lexus NX,2021,25441,29705,0,1,Gray,Black
Kia Telluride,2020,120980,23998,1,1,Gray,Black
Mercedes-Benz GLC,2022,11301,35998,0,1,Gray,Gray
Audi A5,2012,106320,9795,0,0,Black,Unknown
Ford Escape,2018,74038,15998,0,1,Gray,Gray
Kia K5,2022,58892,19599,0,1,Gray,Black
Toyota 4Runner,2015,89016,27444,0,3,Gray,Black
Lexus NX,2021,22795,30615,0,1,Gray,Black
Ram ProMaster City Cargo Van,2021,32878,27997,0,1,White,Black
Subaru Ascent,2023,5418,44800,0,1,Silver,Gray
Subaru Outback,2022,19733,29998,1,3,Black,Gray
Mercedes-Benz GLA,2017,62839,17563,1,2,Gray,Black
Mercedes-Benz C-Class,2017,84780,18182,0,2,Gray,Blue
Ford Super Duty F-250,2019,61099,39998,0,1,Gray,Gray
Honda Accord,2023,3538,25739,0,1,White,Black
Toyota Mirai,2019,23390,13495,0,2,Silver,Black
Toyota RAV4,2022,28068,28998,0,1,Gray,Gray
Nissan Versa,2021,60534,14488,0,1,Gray,Gray
Subaru Crosstrek,2021,28147,26009,0,1,Blue,Black
INFINITI QX60,2014,47213,20998,0,1,Silver,Gray
GMC Yukon,2017,80586,30987,1,1,Black,Black
BMW M5,2018,36532,53999,1,2,Black,Black
Chevrolet Tahoe,2021,27019,45793,0,1,Black,Black
Acura RDX,2015,49279,17489,0,2,Red,Black
Lexus RX,2020,25363,35200,0,1,White,Black
Honda CR-V,2022,8124,33995,0,1,Silver,Gray
Mercedes-Benz E-Class,2020,42859,34269,0,2,Silver,Black
Lexus RX,2016,55541,24999,2,1,White,Brown
Chevrolet Silverado 1500 LTD,2022,50071,36998,1,1,White,Black
BMW X5,2019,21933,38900,0,1,White,Black
Chevrolet Impala,2019,52582,17498,0,1,Black,Black
Nissan Kicks,2021,25829,18991,0,1,Black,Black
Porsche Macan,2018,40585,32998,0,4,White,Black
Chevrolet Camaro,2014,114516,11999,0,4,Gray,Black
Ford F-150,2020,38400,35998,0,1,Black,Black
Chevrolet Silverado 1500,2020,52538,42995,1,1,Silver,Black
Hyundai Elantra,2019,13314,16555,0,1,Black,Beige
Chevrolet Tahoe,2018,97560,31998,0,3,Gray,Black
Honda Accord,2018,110923,17888,0,2,Black,Black
Toyota Sienna,2010,170124,6994,1,1,Black,Gray
Toyota Tacoma,2023,10359,41125,0,1,Green,Black
Honda Civic,2012,92964,9500,2,3,Red,Gray
INFINITI Q50,2014,73175,19998,0,2,Silver,Gray
Land Rover Range Rover Sport,2013,88547,15995,0,2,White,Black
Kia K5,2021,37366,18995,0,1,Silver,Black
Toyota Corolla,2022,47396,17995,0,1,Black,Gray
Nissan Versa,2017,64545,8987,0,3,White,Black
Cadillac ATS-V,2018,43907,39876,0,2,Red,Black
Honda Civic,2015,97441,15998,0,2,Black,Black
BMW X3,2021,31308,35998,1,1,Gray,Black
Dodge Challenger,2020,61648,18991,1,1,Black,Black
Porsche Cayman,2008,84960,26895,0,0,Gray,Unknown
Kia Forte,2022,7965,21992,0,1,Blue,Black
Dodge Challenger,2016,46706,33100,0,3,White,Black
Nissan Sentra,2017,93195,9792,0,2,Silver,Black
Kia K5,2021,10999,25656,0,1,Red,Black
Lincoln Nautilus,2021,8152,35685,0,1,Unknown,Beige
Kia Forte,2021,31460,17804,0,1,Gray,Black
Lexus IS,2006,115134,8995,0,3,Unknown,Unknown
Honda Civic,2016,127909,13750,0,2,Silver,Unknown
Ram ProMaster Cargo Van,2021,67050,29988,0,1,White,Black
Mazda CX-30,2020,21162,21998,0,1,Silver,Black
Honda Odyssey,2022,14994,33998,0,1,Red,Beige
Volkswagen Tiguan,2021,30519,18967,0,1,Silver,Black
Audi A5,2016,57313,21995,0,2,Black,Black
Mercedes-Benz GLK,2014,89332,12989,0,3,Black,Brown
Mercedes-Benz GLE,2020,54309,33999,0,1,Gray,Black
Ford F-150,2019,156241,21900,0,2,White,Black
Toyota Tacoma,2022,29422,30995,0,1,White,Black
Scion FR-S,2015,56614,17850,2,2,Yellow,Black
Toyota Camry,2017,75710,16499,1,2,White,Black
Chevrolet Tahoe,2021,22912,57500,0,1,Black,Black
BMW X1,2017,75133,14400,1,4,Black,Black
Kia Sportage,2020,23475,16995,1,1,Red,Black
Toyota RAV4,2021,33324,29998,0,1,White,Black
Ford Edge,2017,73638,16998,0,2,White,Beige
Toyota Corolla,2023,14627,22995,0,1,White,Unknown
Mercedes-Benz GLB,2023,16847,32999,0,1,White,Black
Chrysler Pacifica,2018,84586,21998,0,1,White,Black
Toyota RAV4,2019,55205,25035,0,2,Black,Black
Audi TTS,2017,61801,28888,0,2,Black,Red
Mercedes-Benz GL,2015,94152,22499,0,3,Gray,Black
Kia Forte,2020,34901,16995,0,1,Gray,Gray
Chevrolet Silverado 1500,2019,82431,26885,0,1,Black,Black
BMW 3 Series,2019,53046,21999,1,2,White,Beige
Mercedes-Benz C-Class,2018,49903,22998,0,2,Black,Unknown
Mercedes-Benz GLA,2018,56075,20109,1,4,Black,Black
Chevrolet Blazer,2020,57489,23500,0,2,Gray,Black
Volkswagen Passat,2020,22924,19998,1,1,Black,Black
Nissan Sentra,2021,60013,18891,0,1,White,Black
Hyundai Sonata,2015,107558,14998,0,2,Silver,Gray
Honda Accord,2021,47563,23919,0,2,Black,Black
Ford Fusion,2016,95995,10495,1,3,Gray,Gray
Toyota Corolla,2017,38065,18998,1,2,Black,Gray
Volvo XC60,2021,21348,33691,0,1,Blue,Unknown
Chevrolet Equinox,2013,109837,8995,0,2,Gray,Black
Toyota Tacoma,2019,38701,24995,0,2,White,Gray
Toyota Tacoma,2017,120425,23100,1,2,Silver,Gray
Honda CR-V,2019,50940,19990,0,1,White,Black
Toyota Corolla,2020,39731,19994,0,1,Blue,Black
Kia Optima,2020,22560,18998,0,2,White,Black
Jeep Cherokee,2021,11570,23030,0,2,White,Black
Volkswagen Tiguan,2013,107311,7995,0,3,White,Black
Mercedes-Benz CL,2011,108492,19987,2,4,Black,Black
Honda Civic,2016,86964,13399,1,4,Gray,Gray
Ford Escape,2020,33103,19998,0,1,White,Gray
Jeep Wrangler,2021,32110,32998,0,1,White,Black
Toyota Prius,2015,78007,16995,1,2,Gray,Gray
BMW X5,2011,105424,9995,3,2,White,Unknown
Pontiac Solstice,2008,79559,11795,0,5,Black,Black
Nissan Versa,2019,28269,10795,2,3,Gray,Black
Ford Transit Passenger Wagon,2016,245646,17995,0,1,White,Black
Toyota Tacoma,2019,31914,42998,0,1,White,Black
Ford Fusion,2018,68502,18998,0,1,Silver,Gray
Jeep Compass,2018,58555,16995,0,2,White,Black
Kia Soul,2020,64638,20998,0,2,White,Black
Acura MDX,2020,36904,28545,0,1,Gray,Black
Mercedes-Benz C-Class,2023,3755,45940,0,1,Black,Black
Volkswagen Golf Alltrack,2017,96810,17176,1,1,Black,Beige
Cadillac CT4,2020,36682,31995,0,1,White,Black
Kia Optima,2016,103378,8400,0,4,Purple,Beige
Mercedes-Benz CLA,2015,76806,13494,1,2,Black,Black
Chevrolet Cruze,2018,107459,10998,2,1,Blue,Black
Hyundai Tucson,2021,27131,21998,0,1,Gray,Gray
Mazda CX-5,2023,6869,30750,0,1,Blue,Black
Subaru Outback,2021,40623,24488,0,1,Gray,Gray
Toyota Prius Prime,2018,54061,23998,1,1,Gray,Black
Hyundai Santa Fe Sport,2018,30035,19998,0,1,Gray,Beige
Mazda CX-5,2019,33975,23998,0,2,White,Beige
Chevrolet Malibu,2022,33164,19998,0,1,Gray,Gray
Chevrolet Equinox,2015,94668,14998,0,2,Black,Black
Mercedes-Benz C-Class,2018,59515,22998,0,2,Black,Black
BMW 4 Series,2017,58597,21998,0,2,Black,Black
BMW 3 Series,2014,44920,18998,0,2,Black,Brown
Dodge Durango,2018,82734,42998,0,2,Black,Black
Honda Accord,2021,27681,23751,0,1,Red,Black
Land Rover Defender,2023,7815,74222,0,1,Gray,Black
Ram 1500,2022,28537,41998,0,1,White,Black
Toyota Camry,2007,153200,6500,0,2,White,Black
Ford Focus,2014,74255,8999,0,2,Black,Black
Toyota Corolla,2021,34105,21998,0,1,White,Black
Chevrolet Camaro,2012,86277,11999,1,5,Silver,Gray
Kia Sorento,2012,122903,7498,0,1,Silver,Black
Ford Escape,2020,14991,21998,0,1,White,Gray
Audi A3,2023,3670,31894,0,1,Black,Black
Chrysler Pacifica,2022,39767,27998,0,1,Gray,Black
Land Rover Range Rover,2009,116233,10995,1,5,Unknown,Unknown
Ram 1500,2019,97414,27998,0,2,Red,Black
BMW 4 Series,2021,11709,35999,0,1,Gray,Black
Honda HR-V,2018,38144,18080,0,1,Gray,Black
Ford F-150,2020,53981,39998,0,2,Black,Black
Jeep Grand Cherokee,2017,110677,15995,1,2,Black,Black
Hyundai Kona,2022,30250,18998,0,1,Silver,Black
Jeep Wrangler,2018,28546,34998,0,1,Black,Black
Jeep Grand Cherokee,2020,64488,24497,0,1,Black,Black
Ford Mustang,2017,15404,28499,0,3,Red,Black
Kia Forte,2023,10189,21991,0,1,Gray,Black
Volkswagen Jetta,2021,61784,17851,0,1,Blue,Black
Ram 1500,2021,85851,31990,0,2,Silver,Gray
Ford Fusion,2019,92186,13290,0,2,White,Black
